Symbol,Approved.Symbol,chromosome
CEBPZOS,CEBPZOS,2
CECR,CECR,22
KIAA1740,CECR2,22
CECR2,CECR2,22
CECR3,CECR3,22
SAHL1,CECR7,22
CECR7,CECR7,22
CECR9,CECR9,22
CEDORA,CEDORA,16
FEDORA,CEDORA,16
RP11-298D21.1,CEDORA,16
BSSL,CEL,9
CEL,CEL,9
MODY8,CEL,9
CELA1,CELA1,12
ELA1,CELA1,12
CELA2A,CELA2A,1
ELA2A,CELA2A,1
RP11-265F14.2,CELA2B,1
ELA2B,CELA2B,1
CELA2B,CELA2B,1
ELA3,CELA3A,1
CELA3A,CELA3A,1
ELA3A,CELA3A,1
CBPP,CELA3B,1
ELA3B,CELA3B,1
CELA3B,CELA3B,1
NAPOR,CELF1,11
CUGBP1,CELF1,11
NAB50,CELF1,11
CELF1,CELF1,11
EDEN-BP,CELF1,11
CUG-BP,CELF1,11
BRUNOL2,CELF1,11
CUGBP,CELF1,11
HNAB50,CELF1,11
NAPOR-2,CELF2,10
ETR-3,CELF2,10
CELF2,CELF2,10
BRUNOL3,CELF2,10
CUGBP2,CELF2,10
FLJ40494,CELF2-AS1,10
EM:AC026887.2,CELF2-AS1,10
C10orf31,CELF2-AS1,10
CELF2-AS1,CELF2-AS1,10
CELF2-AS2,CELF2-AS2,10
CELF2-AS3,CELF2-AS3,10
CELF2-DT,CELF2-DT,10
CELF3,CELF3,1
MGC57297,CELF3,1
ERDA4,CELF3,1
BRUNOL1,CELF3,1
TNRC4,CELF3,1
CAGH4,CELF3,1
CELF4,CELF4,18
BRUNOL4,CELF4,18
BRUNOL5,CELF5,19
CELF5,CELF5,19
BRUNOL6,CELF6,15
CELF6,CELF6,15
CELF6-AS1,CELF6-AS1,15
CELL,CELP,9
CELP,CELP,9
ADGRC1,CELSR1,22
CELSR1,CELSR1,22
CDHF9,CELSR1,22
FMI2,CELSR1,22
HFMI2,CELSR1,22
ME2,CELSR1,22
CELSR1P1,CELSR1P1,22
CDHF10,CELSR2,1
MEGF3,CELSR2,1
KIAA0279,CELSR2,1
CELSR2,CELSR2,1
FLAMINGO1,CELSR2,1
EGFL2,CELSR2,1
ADGRC2,CELSR2,1
HFMI1,CELSR3,3
MEGF2,CELSR3,3
CELSR3,CELSR3,3
EGFL1,CELSR3,3
ADGRC3,CELSR3,3
FMI1,CELSR3,3
CDHF11,CELSR3,3
CEMIP1,CEMIP,15
HYBID,CEMIP,15
IR2155535,CEMIP,15
KIAA1199,CEMIP,15
CEMIP,CEMIP,15
TMEM2L,CEMIP,15
TMEM2,CEMIP2,9
CEMIP2,CEMIP2,9
CEMP1,CEMP1,16
CP-23,CEMP1,16
DLNB14,CENATAC,11
CENATAC,CENATAC,11
CCDC84,CENATAC,11
CENATAC-DT,CENATAC-DT,11
CCDC84-DT,CENATAC-DT,11
CENATACP1,CENATACP1,20
CEND1,CEND1,11
FLJ90066,CEND1,11
BM88,CEND1,11
CEND1P1,CEND1P1,14
CEND1P2,CEND1P2,13
CENH3,CENPA,2
CENP-A,CENPA,2
CENPA,CENPA,2
CENPB,CENPB,20
CENPBD1P,CENPBD1P,16
CENPBD1,CENPBD1P,16
MGC16385,CENPBD1P,16
CENPBD1P1,CENPBD2P,19
CENPBD2P,CENPBD2P,19
MIF2,CENPC,4
CENPC1,CENPC,4
CENPC,CENPC,4
CENP-C,CENPC,4
HCP-4,CENPC,4
CENPC,CENPCP1,12
CENPCP1,CENPCP1,12
CENPC1P1,CENPCP1,12
CENPC2,CENPCP1,12
KIF10,CENPE,4
CENPE,CENPE,4
PPP1R61,CENPE,4
HCP-1,CENPF,1
CENPF,CENPF,1
CENPH,CENPH,5
CENP-I,CENPI,X
FSHPRH1,CENPI,X
CENPI,CENPI,X
LRPR1,CENPI,X
MIS6,CENPI,X
CENPIP1,CENPIP1,13
SOLT,CENPK,5
CENPK,CENPK,5
FKSG14,CENPK,5
CENP-K,CENPK,5
DJ383J4.3,CENPL,1
C1orf155,CENPL,1
FLJ31044,CENPL,1
CENPL,CENPL,1
MGC861,CENPM,22
CENP-M,CENPM,22
CENPM,CENPM,22
C22orf18,CENPM,22
PANE1,CENPM,22
BM039,CENPN,16
FLJ22660,CENPN,16
CENPN,CENPN,16
FLJ13607,CENPN,16
C16orf60,CENPN,16
CENPN-AS1,CENPN-AS1,16
CENPNP1,CENPNP1,2
CENPNP2,CENPNP2,2
CENP-O,CENPO,2
CENPO,CENPO,2
MGC11266,CENPO,2
CENPP,CENPP,9
RP11-19J3.3,CENPP,9
CENP-P,CENPP,9
CENPPP1,CENPPP1,3
C6orf139,CENPQ,6
FLJ10545,CENPQ,6
CENPQ,CENPQ,6
CENP-Q,CENPQ,6
CENPS,CENPS,1
CENP-S,CENPS,1
FAAP16,CENPS,1
MHF1,CENPS,1
APITD1,CENPS,1
APITD1-CORT,CENPS-CORT,1
CENPS-CORT,CENPS-CORT,1
FLJ13111,CENPT,16
C16orf56,CENPT,16
CENP-T,CENPT,16
CENPT,CENPT,16
CENP-50,CENPU,4
CENP-U,CENPU,4
MLF1IP,CENPU,4
KLIP1,CENPU,4
PBIP1,CENPU,4
CENPU,CENPU,4
CENPUP1,CENPUP1,11
CENPUP2,CENPUP2,12
CENPV,CENPV,17
P30,CENPV,17
CENP-V,CENPV,17
PRR6,CENPV,17
CENPVP1,CENPVL1,X
PRR6L1,CENPVL1,X
CENPVL1,CENPVL1,X
CENPVL2,CENPVL2,X
CENPVP2,CENPVL2,X
CENPVP3,CENPVL3,X
CENPVL3,CENPVL3,X
CUG2,CENPW,6
C6orf173,CENPW,6
CENPW,CENPW,6
FAAP10,CENPX,17
MHF2,CENPX,17
MGC14480,CENPX,17
STRA13,CENPX,17
CENP-X,CENPX,17
CENPX,CENPX,17
CFAP256,CEP104,1
GLYBP,CEP104,1
KIAA0562,CEP104,1
JBTS25,CEP104,1
RP1-286D6.4,CEP104,1
ROC22,CEP104,1
CEP104,CEP104,1
MGC33887,CEP112,17
CCDC46,CEP112,17
CEP112,CEP112,17
FLJ36090,CEP120,5
CEP120,CEP120,5
CCDC100,CEP120,5
KIAA1377,CEP126,11
CEP126,CEP126,11
C14orf61,CEP128,14
CEP128,CEP128,14
C14orf145,CEP128,14
KIAA1118,CEP131,17
CEP131,CEP131,17
AZ1,CEP131,17
AZI1,CEP131,17
FLJ13621,CEP135,4
CEP135,CEP135,4
CEP4,CEP135,4
KIAA0635,CEP135,4
CEP15,CEP15,3
HT021,CEP15,3
C3orf14,CEP15,3
SCKL5,CEP152,15
KIAA0912,CEP152,15
MCPH9,CEP152,15
CEP152,CEP152,15
CEP152-AS1,CEP152-AS1,15
CEP162,CEP162,6
C6orf84,CEP162,6
KIAA1009,CEP162,6
QN1,CEP162,6
NPHP15,CEP164,11
KIAA1052,CEP164,11
CEP164,CEP164,11
CEP164P1,CEP164P1,10
CEP170,CEP170,1
FAM68A,CEP170,1
KIAA0470,CEP170,1
KAB,CEP170,1
CEP170R,CEP170B,14
KIAA0284,CEP170B,14
FAM68C,CEP170B,14
CEP170B,CEP170B,14
CEP170P1,CEP170P1,4
MGC26143,CEP170P1,4
KIAA0470L,CEP170P1,4
CEP170L,CEP170P1,4
FAM68B,CEP170P1,4
C3orf34,CEP19,3
CEP19,CEP19,3
MGC14126,CEP19,3
PPP1R62,CEP192,18
CEP192,CEP192,18
KIAA1569,CEP192,18
FLJ10352,CEP192,18
RP11-773H22.4,CEP192-DT,18
CEP192-DT,CEP192-DT,18
CEP192P1,CEP192P1,5
CEP19P1,CEP19P1,2
FOR20,CEP20,16
DKFZP686N1651,CEP20,16
FLJ31153,CEP20,16
FOPNL,CEP20,16
PHSECRG2,CEP20,16
C16orf63,CEP20,16
CEP20,CEP20,16
CEP250,CEP250,20
C-NAP1,CEP250,20
CEP2,CEP250,20
CEP250-AS1,CEP250-AS1,20
BBS14,CEP290,12
CEP290,CEP290,12
MKS4,CEP290,12
SLSN6,CEP290,12
JBTS5,CEP290,12
LCA10,CEP290,12
RD16,CEP290,12
NPHP6,CEP290,12
CT87,CEP290,12
3H11AG,CEP290,12
POC3,CEP290,12
FLJ13615,CEP290,12
KIAA0373,CEP290,12
KIAA1731,CEP295,11
CEP295,CEP295,11
CEP295NL,CEP295NL,17
KIAA1731NL,CEP295NL,17
DDC8,CEP295NL,17
CEP350,CEP350,1
CAP350,CEP350,1
KIAA0480,CEP350,1
FLJ22445,CEP41,7
CEP41,CEP41,7
DKFZP762H1311,CEP41,7
JBTS15,CEP41,7
TSGA14,CEP41,7
FGFR1OP,CEP43,6
CEP43,CEP43,6
FOP,CEP43,6
CEP44,CEP44,4
KIAA1712,CEP44,4
CT111,CEP55,10
FLJ10540,CEP55,10
CEP55,CEP55,10
C10orf3,CEP55,10
TRANSLOKIN,CEP57,11
KIAA0092,CEP57,11
CEP57,CEP57,11
TSP57,CEP57,11
CEP57L1,CEP57L1,6
MGC21731,CEP57L1,6
C6orf182,CEP57L1,6
BA487F23.2,CEP57L1,6
CEP57L1P1,CEP57L1P1,10
C6orf182P,CEP57L1P1,10
C10orf37,CEP57L1P1,10
FLJ13386,CEP63,3
CEP63,CEP63,3
CEP68,CEP68,2
KIAA0582,CEP68,2
CEP70,CEP70,3
FLJ13036,CEP70,3
BITE,CEP70,3
KIAA1519,CEP72,5
FLJ10565,CEP72,5
CEP72,CEP72,5
CEP72-DT,CEP72-DT,5
HST1705,CEP76,18
FLJ12542,CEP76,18
CEP76,CEP76,18
C18orf9,CEP76,18
FLJ12643,CEP78,9
C9orf81,CEP78,9
CEP78,CEP78,9
CEP83,CEP83,12
CCDC41,CEP83,12
NY-REN-58,CEP83,12
NPHP18,CEP83,12
CCDC41-AS1,CEP83-DT,12
CEP83-AS1,CEP83-DT,12
CEP83-DT,CEP83-DT,12
CCDC21,CEP85,1
DKFZP434L0117,CEP85,1
CEP85,CEP85,1
BA57K17.2,CEP85L,6
C6orf204,CEP85L,6
NY-BR-15,CEP85L,6
CEP85L,CEP85L,6
CEP89,CEP89,19
FLJ14640,CEP89,19
CCDC123,CEP89,19
CCDC45,CEP95,17
CEP95,CEP95,17
DKFZP667E1824,CEP95,17
CEP97,CEP97,3
FLJ23047,CEP97,3
LRRIQ2,CEP97,3
CEPT1,CEPT1,1
DAND4,CER1,9
CER1,CER1,9
GLT25D3,CERCAM,9
CERCAM,CERCAM,9
CEECAM1,CERCAM,9
CERK,CERK,22
FLJ23239,CERK,22
FLJ21430,CERK,22
LK4,CERK,22
DA59H18.3,CERK,22
DKFZP434E0211,CERK,22
DA59H18.2,CERK,22
KIAA1646,CERK,22
HCERK,CERK,22
CERKL,CERKL,2
RP26,CERKL,2
CERNA1,CERNA1,15
LOC100129973,CERNA1,15
HOST2,CERNA2,10
CERNA2,CERNA2,10
CERNA3,CERNA3,8
CTA,CERNA3,8
CEROX1,CEROX1,16
CERS1,CERS1,19
UOG1,CERS1,19
LASS1,CERS1,19
LAG1,CERS1,19
CERS2,CERS2,1
FLJ10243,CERS2,1
LASS2,CERS2,1
SP260,CERS2,1
CERS2-AS1,CERS2-AS1,1
CERS3,CERS3,15
LASS3,CERS3,15
MGC27091,CERS3,15
CERS3-AS1,CERS3-AS1,15
FLJ12089,CERS4,19
CERS4,CERS4,19
LASS4,CERS4,19
TRH1,CERS4,19
MGC45411,CERS5,12
CERS5,CERS5,12
LASS5,CERS5,12
FLJ25304,CERS5,12
TRH4,CERS5,12
LASS6,CERS6,2
CERS6,CERS6,2
CERS6-AS1,CERS6-AS1,2
CERT,CERT1,5
CERT1,CERT1,5
GPBP,CERT1,5
STARD11,CERT1,5
COL4A3BP,CERT1,5
CEH,CES1,16
CES1,CES1,16
CES2,CES1,16
CES1A2,CES1,16
HMSE,CES1,16
SES1,CES1,16
CES1A1,CES1,16
HMSE1,CES1,16
CES1A3,CES1P1,16
CESR,CES1P1,16
PCE-3,CES1P1,16
CES1P1,CES1P1,16
CES4,CES1P1,16
CES1P2,CES1P2,16
CE-2,CES2,16
CES2A1,CES2,16
CES2,CES2,16
ICE,CES2,16
ES31,CES3,16
CES3,CES3,16
FLJ21736,CES3,16
FLJ37464,CES4A,16
CES4A,CES4A,16
CES8,CES4A,16
CES4C1,CES5A,16
CES5A,CES5A,16
CES7,CES5A,16
FLJ31547,CES5A,16
CES5,CES5A,16
CAUXIN,CES5A,16
CES5AP1,CES5AP1,22
CEN1,CETN1,18
CETN1,CETN1,18
CETN,CETN1,18
CEN2,CETN2,X
CETN2,CETN2,X
CALT,CETN2,X
CEN3,CETN3,5
CETN3,CETN3,5
CETN4P,CETN4P,4
BPIFF,CETP,16
CETP,CETP,16
CCDC37,CFAP100,3
FLJ40083,CFAP100,3
MIA1,CFAP100,3
CFAP100,CFAP100,3
CCDC37-AS1,CFAP100-DT,3
CFAP100-DT,CFAP100-DT,3
CCDC37-DT,CFAP100-DT,3
MGC35194,CFAP107,1
C1orf158,CFAP107,1
CFAP107,CFAP107,1
CFAP119,CFAP119,16
MGC104706,CFAP119,16
CCDC189,CFAP119,16
C16orf93,CFAP119,16
FLTP,CFAP126,1
C1orf192,CFAP126,1
CFAP126,CFAP126,1
FLATTOP,CFAP126,1
CFAP141,CFAP141,1
C1orf189,CFAP141,1
CFAP144,CFAP144,1
HCG23177,CFAP144,1
FAM183A,CFAP144,1
LOC440585,CFAP144,1
LOC340286,CFAP144P1,7
FAM183B,CFAP144P1,7
CFAP144P1,CFAP144P1,7
FAM183BP,CFAP144P1,7
THEG6,CFAP144P1,7
CFAP144P2,CFAP144P2,2
FAM183DP,CFAP144P2,2
CFAP144P3,CFAP144P3,1
FAM183EP,CFAP144P3,1
C9orf117,CFAP157,9
CFAP157,CFAP157,9
FLJ38615,CFAP161,15
C15orf26,CFAP161,15
CFAP161,CFAP161,15
FLJ90575,CFAP184,4
CFAP184,CFAP184,4
CCDC96,CFAP184,4
GTL3,CFAP20,16
C16orf80,CFAP20,16
FSAP23,CFAP20,16
CFAP20,CFAP20,16
FLJ25974,CFAP206,6
CFAP206,CFAP206,6
DJ382I10.1,CFAP206,6
C6orf165,CFAP206,6
FLJ42930,CFAP20DC,3
FLJ42117,CFAP20DC,3
CFAP20DC,CFAP20DC,3
C3orf67,CFAP20DC,3
C3orf67-AS1,CFAP20DC-AS1,3
CFAP20DC-AS1,CFAP20DC-AS1,3
CFAP20DC-DT,CFAP20DC-DT,3
LOC129881,CFAP210,2
C2orf77,CFAP210,2
CFAP210,CFAP210,2
CCDC173,CFAP210,2
FAP221,CFAP221,2
PCDP1,CFAP221,2
CFAP221,CFAP221,2
CFAP251,CFAP251,12
CAM-IP4,CFAP251,12
WDR66,CFAP251,12
MGC33630,CFAP251,12
HSPC065,CFAP263,16
DKFZP434N1418,CFAP263,16
CFAP263,CFAP263,16
CCDC113,CFAP263,16
CFAP276,CFAP276,1
C1orf194,CFAP276,1
FBB18,CFAP298,21
DNAAF16,CFAP298,21
C21orf48,CFAP298,21
FLJ20467,CFAP298,21
KUR,CFAP298,21
CFAP298,CFAP298,21
CILD26,CFAP298,21
C21orf59,CFAP298,21
LINC00846,CFAP298-TCP10L,21
C21orf77,CFAP298-TCP10L,21
FLJ10932,CFAP298-TCP10L,21
CFAP298-TCP10L,CFAP298-TCP10L,21
CFAP299,CFAP299,4
C4orf22,CFAP299,4
CFAP300,CFAP300,11
DNAAF17,CFAP300,11
MGC13040,CFAP300,11
FBB5,CFAP300,11
C11orf70,CFAP300,11
MGC15407,CFAP36,2
CFAP36,CFAP36,2
BARTL1,CFAP36,2
CCDC104,CFAP36,2
C21orf2,CFAP410,21
CFAP410,CFAP410,21
A2,CFAP410,21
LRRC76,CFAP410,21
YF5,CFAP410,21
C8orf37,CFAP418,8
CFAP418,CFAP418,8
MOT25.,CFAP418,8
CORD16,CFAP418,8
RP64,CFAP418,8
FAP418,CFAP418,8
SMALLTALK,CFAP418,8
BBS21,CFAP418,8
FLJ30600,CFAP418,8
C8orf37-AS1,CFAP418-AS1,8
TOSPEAK,CFAP418-AS1,8
CFAP418-AS1,CFAP418-AS1,8
FLJ22944,CFAP43,10
WDR96,CFAP43,10
C10orf79,CFAP43,10
FLJ36006,CFAP43,10
CFAP43,CFAP43,10
BA373N18.2,CFAP43,10
CFAP44,CFAP44,3
WDR52,CFAP44,3
FLJ11142,CFAP44,3
WDR52-AS1,CFAP44-AS1,3
CFAP44-AS1,CFAP44-AS1,3
CCDC19,CFAP45,1
CFAP45,CFAP45,1
NESG1,CFAP45,1
BA288G11.5,CFAP46,10
C10orf93,CFAP46,10
C10orf124,CFAP46,10
C10orf92,CFAP46,10
BB137A17.2,CFAP46,10
TTC40,CFAP46,10
BA288G11.4,CFAP46,10
BB137A17.3,CFAP46,10
DKFZP434A1721,CFAP46,10
C10orf123,CFAP46,10
FLJ25954,CFAP46,10
CFAP46,CFAP46,10
CXorf30,CFAP47,X
CHDC2,CFAP47,X
CXorf59,CFAP47,X
CFAP47,CFAP47,X
FLJ36601,CFAP47,X
CXorf22,CFAP47,X
MGC34831,CFAP47,X
RP13-11B7.1,CFAP47,X
WDRPUH,CFAP52,17
FLJ37528,CFAP52,17
WDR16,CFAP52,17
CFAP52,CFAP52,17
CFAP53,CFAP53,18
CCDC11,CFAP53,18
FLJ32743,CFAP53,18
CCDC11P1,CFAP53P1,5
CFAP53P1,CFAP53P1,5
CFAP54,CFAP54,12
FLJ44112,CFAP54,12
FLJ31514,CFAP54,12
C12orf55,CFAP54,12
C12orf63,CFAP54,12
FLJ32000,CFAP57,1
WDR65,CFAP57,1
CFAP57,CFAP57,1
C10orf80,CFAP58,10
CCDC147,CFAP58,10
BA554P13.1,CFAP58,10
CFAP58,CFAP58,10
FLJ35908,CFAP58,10
CFAP58-AS1,CFAP58-DT,10
LNCITPRIP-1,CFAP58-DT,10
CCDC147-AS1,CFAP58-DT,10
CFAP58-DT,CFAP58-DT,10
CFAP61,CFAP61,20
C20orf26,CFAP61,20
DJ1002M8.3,CFAP61,20
DKFZP434K156,CFAP61,20
CAM-IP3,CFAP61,20
CFAP61-AS1,CFAP61-AS1,20
CFAP65,CFAP65,2
DKFZP434O0527,CFAP65,2
CCDC108,CFAP65,2
MGC35338,CFAP65,2
C11orf1,CFAP68,11
FLJ23499,CFAP68,11
CFAP68,CFAP68,11
C7orf63,CFAP69,7
FLJ21062,CFAP69,7
FAP69,CFAP69,7
CFAP69,CFAP69,7
CFAP69P1,CFAP69P1,16
CFAP70,CFAP70,10
FLJ25765,CFAP70,10
TTC18,CFAP70,10
CFAP73,CFAP73,12
CCDC42B,CFAP73,12
MIA2,CFAP73,12
CFAP74,CFAP74,1
KIAA1751,CFAP74,1
C1orf222,CFAP74,1
FLJ45476,CFAP74,1
C9orf171,CFAP77,9
CFAP77,CFAP77,9
FLJ46082,CFAP77,9
LOC134121,CFAP90,5
CFAP90,CFAP90,5
C5orf49,CFAP90,5
CFAP91,CFAP91,3
AAT-1,CFAP91,3
CAM-IP2,CFAP91,3
SPATA26,CFAP91,3
AAT1ALPHA,CFAP91,3
AAT1,CFAP91,3
C3orf15,CFAP91,3
MAATS1,CFAP91,3
FAP92,CFAP92,3
KIAA1257,CFAP92,3
CFAP92,CFAP92,3
FLJ43738,CFAP92,3
C9orf135,CFAP95,9
CFAP95,CFAP95,9
C9orf135-DT,CFAP95-DT,9
CFAP95-DT,CFAP95-DT,9
C9orf135-AS1,CFAP95-DT,9
LOC441054,CFAP96,4
CFAP96,CFAP96,4
C4orf47,CFAP96,4
DKFZP434F1728,CFAP97,4
CFAP97,CFAP97,4
KIAA1430,CFAP97,4
HMW,CFAP97,4
C17orf105,CFAP97D1,17
CFAP97D1,CFAP97D1,17
CFAP97D1-AS1,CFAP97D1-AS1,17
CFAP97D2,CFAP97D2,13
CFAP97P1,CFAP97P1,1
CFAP99,CFAP99,4
H2-BF,CFB,6
BF,CFB,6
BFD,CFB,6
CFB,CFB,6
HTX2,CFC1,2
CRYPTIC,CFC1,2
CFC1,CFC1,2
CFC1B,CFC1B,2
ADN,CFD,19
PFD,CFD,19
DF,CFD,19
CFD,CFD,19
YETI,CFDP1,16
P97,CFDP1,16
CP27,CFDP1,16
CENP-29,CFDP1,16
CFDP1,CFDP1,16
BCNT,CFDP1,16
SWC5,CFDP1,16
ARMS1,CFH,1
HUS,CFH,1
HF2,CFH,1
ARMD4,CFH,1
HF,CFH,1
FHL1,CFH,1
CFH,CFH,1
HF1,CFH,1
CFHL,CFHR1,1
HFL1,CFHR1,1
FHR1,CFHR1,1
CFHR1P,CFHR1,1
CFHL1P,CFHR1,1
H36-1,CFHR1,1
CFHR1,CFHR1,1
H36-2,CFHR1,1
CFHL1,CFHR1,1
HFL2,CFHR1,1
FHR2,CFHR2,1
CFHR2,CFHR2,1
HFL3,CFHR2,1
CFHL2,CFHR2,1
FHR3,CFHR3,1
DOWN16,CFHR3,1
CFHL3,CFHR3,1
HLF4,CFHR3,1
CFHR3,CFHR3,1
FHR-3,CFHR3,1
CFHR4,CFHR4,1
FHR-4,CFHR4,1
CFHL4,CFHR4,1
FHR4,CFHR4,1
FHR5,CFHR5,1
CFHR5,CFHR5,1
FHR-5,CFHR5,1
CFHL5,CFHR5,1
CFI,CFI,4
KAF,CFI,4
C3B-INA,CFI,4
IF,CFI,4
FI,CFI,4
CFL,CFL1,11
CFL1,CFL1,11
CFLP1,CFL1P1,10
MGC35136,CFL1P1,10
CFL1P1,CFL1P1,10
CFLP2,CFL1P2,1
CFLL2,CFL1P2,1
CFL1P2,CFL1P2,1
CFL1P3,CFL1P3,1
CFLP3,CFL1P3,1
CFLL3,CFL1P3,1
CFLL4,CFL1P4,1
CFLP4,CFL1P4,1
CFL1P4,CFL1P4,1
CFL1P5,CFL1P5,5
CFLP5,CFL1P5,5
CFLL1,CFL1P5,5
CFL1P6,CFL1P6,1
CFLP6,CFL1P6,1
CFL1P7,CFL1P7,3
CFL1P8,CFL1P8,13
NEM7,CFL2,14
CFL2,CFL2,14
MRIT,CFLAR,2
FLIP,CFLAR,2
CFLAR,CFLAR,2
CASPER,CFLAR,2
I-FLICE,CFLAR,2
CFLIP,CFLAR,2
CASH,CFLAR,2
CLARP,CFLAR,2
FLAME,CFLAR,2
C-FLIP,CFLAR,2
CASP8AP1,CFLAR,2
CFLAR-AS1,CFLAR-AS1,2
ALS2CR10,CFLAR-AS1,2
PFC,CFP,X
CFP,CFP,X
CFTR/MRP,CFTR,7
ABCC7,CFTR,7
TNR-CFTR,CFTR,7
CFTR,CFTR,7
CF,CFTR,7
ABC35,CFTR,7
DJ760C5.1,CFTR,7
MRP7,CFTR,7
CFTR-AS1,CFTR-AS1,7
BGAS,CFTR-AS1,7
C20orf189,CFTRP1,20
CFTRP1,CFTRP1,20
DJ760C5.1,CFTRP1,20
CFTRP2,CFTRP2,20
CFTRP3,CFTRP3,20
GPHA,CGA,6
TSHA,CGA,6
HCG,CGA,6
GPA1,CGA,6
FSHA,CGA,6
GPHA1,CGA,6
CGA,CGA,6
LHA,CGA,6
D4,CGAS,6
C6orf150,CGAS,6
H-CGAS,CGAS,6
CGAS,CGAS,6
MB21D1,CGAS,6
CGB1,CGB1,19
CGB2,CGB2,19
CGB3,CGB3,19
CGB,CGB3,19
CGB5,CGB5,19
HCG,CGB5,19
CG-BETA-A,CGB7,19
CGB7,CGB7,19
CGB8,CGB8,19
CGGBP,CGGBP1,3
P20-CGGBP,CGGBP1,3
CGGBP1,CGGBP1,3
KIAA1319,CGN,1
CGN,CGN,1
FLJ14957,CGNL1,15
CGNL1,CGNL1,15
KIAA1749,CGNL1,15
JACOP,CGNL1,15
PCING,CGNL1,15
CGR11,CGREF1,2
CGREF1,CGREF1,2
CGR19,CGRRF1,14
CGRRF1,CGRRF1,14
RNF197,CGRRF1,14
CH25H,CH25H,10
MGC4504,CHAC1,15
CHAC1,CHAC1,15
GCG1,CHAC2,2
CHAC2,CHAC2,2
CHAD,CHAD,17
SLRR4A,CHAD,17
SLRR4B,CHADL,22
CHADL,CHADL,22
CHAER1,CHAER1,4
CHAER,CHAER1,4
CAF1,CHAF1A,19
CAF1B,CHAF1A,19
CAF-1,CHAF1A,19
P150,CHAF1A,19
CHAF1A,CHAF1A,19
MGC71229,CHAF1A,19
CAF1P150,CHAF1A,19
CAF1P60,CHAF1B,21
CAF1A,CHAF1B,21
CHAF1B,CHAF1B,21
MPHOSPH7,CHAF1B,21
CAF1,CHAF1B,21
MPP7,CHAF1B,21
CAF-1,CHAF1B,21
CHAMP1,CHAMP1,13
ZNF828,CHAMP1,13
C13orf8,CHAMP1,13
CAMP,CHAMP1,13
CHAMP,CHAMP1,13
CHASERR,CHASERR,15
LINC01578,CHASERR,15
CHAT,CHAT,10
CHOACTASE,CHAT,10
FLJ25854,CHCHD1,10
CHCHD1,CHCHD1,10
C10orf34,CHCHD1,10
MS37,CHCHD1,10
MIX17A,CHCHD10,22
CHCHD10,CHCHD10,22
C22orf16,CHCHD10,22
N27C7-4,CHCHD10,22
MIX17B,CHCHD2,7
MNRR1,CHCHD2,7
CHCHD2,CHCHD2,7
C7orf17,CHCHD2,7
CHCHD2P1,CHCHD2P1,X
CHCHD2P10,CHCHD2P10,8
CHCHD2P11,CHCHD2P11,13
CHCHD2P2,CHCHD2P2,5
CHCHD2P3,CHCHD2P3,19
CHCHD2P4,CHCHD2P4,6
CHCHD2P5,CHCHD2P5,1
CHCHD2P6,CHCHD2P6,1
CHCHD2P7,CHCHD2P7,4
CHCHD2P8,CHCHD2P8,13
CHCHD2P9,CHCHD2P9,9
CHCHD9,CHCHD2P9,9
C9orf49,CHCHD2P9,9
FLJ20420,CHCHD3,7
MINOS3,CHCHD3,7
CHCHD3,CHCHD3,7
MICOS19,CHCHD3,7
MIC19,CHCHD3,7
PPP1R22,CHCHD3,7
CHCHD3P1,CHCHD3P1,10
CHCHD3P2,CHCHD3P2,12
CHCHD3P3,CHCHD3P3,1
MIA40,CHCHD4,3
FLJ31709,CHCHD4,3
CHCHD4,CHCHD4,3
TIMM40,CHCHD4,3
CHCHD4P1,CHCHD4P1,7
CHCHD4P2,CHCHD4P2,9
CHCHD4P3,CHCHD4P3,9
CHCHD4P4,CHCHD4P4,3
CHCHD4P5,CHCHD4P5,1
MGC11104,CHCHD5,2
MIC14,CHCHD5,2
CHCHD5,CHCHD5,2
C2orf9,CHCHD5,2
MIX14,CHCHD5,2
CHCM1,CHCHD6,3
MGC13016,CHCHD6,3
MICOS25,CHCHD6,3
CHCHD6,CHCHD6,3
MIC25,CHCHD6,3
PPP1R23,CHCHD6,3
COX23,CHCHD7,8
CHCHD7,CHCHD7,8
MGC2217,CHCHD7,8
CHCT1,CHCT1,17
C17orf64,CHCT1,17
CHD1,CHD1,5
LINC02062,CHD1-DT,5
CHD1-DT,CHD1-DT,5
CHD1L,CHD1L,1
ALC1,CHD1L,1
FLJ38614,CHD2,15
DKFZP547I1315,CHD2,15
CHD2,CHD2,15
DKFZP686E01200,CHD2,15
DKFZP781D1727,CHD2,15
MI-2A,CHD3,17
MI2-ALPHA,CHD3,17
CHD3,CHD3,17
ZFH,CHD3,17
MI2-BETA,CHD4,12
CHD4,CHD4,12
MI-2B,CHD4,12
CHD4-AS1,CHD4-AS1,12
CHD5,CHD5,1
DJ620E11.1,CHD6,20
CHD6,CHD6,20
FLJ22369,CHD6,20
RIGB,CHD6,20
KIAA1335,CHD6,20
CHD5,CHD6,20
KIAA1416,CHD7,8
CRG,CHD7,8
FLJ20357,CHD7,8
FLJ20361,CHD7,8
CHD7,CHD7,8
KIAA1564,CHD8,14
HELSNF1,CHD8,14
CHD8,CHD8,14
DUPLIN,CHD8,14
CHD9,CHD9,16
BC022889,CHD9,16
KIAA0308,CHD9,16
FLJ12178,CHD9,16
CHD9NB,CHD9NB,16
